#nx=3 [0.00000000000E+00,2.50000000000E+01] [2.50000000000E+01,5.00000000000E+01] [5.00000000000E+01,7.50000000000E+01] [7.50000000000E+01,1.00000000000E+02] [1.00000000000E+02,1.25000000000E+02] [1.25000000000E+02,1.50000000000E+02] [1.50000000000E+02,1.75000000000E+02] [1.75000000000E+02,2.00000000000E+02] [2.00000000000E+02,2.50000000000E+02] [2.50000000000E+02,3.00000000000E+02] [3.00000000000E+02,3.50000000000E+02] [3.50000000000E+02,4.00000000000E+02] [4.00000000000E+02,4.50000000000E+02] [4.50000000000E+02,5.00000000000E+02] [5.00000000000E+02,6.00000000000E+02] [6.00000000000E+02,8.00000000000E+02] 
../RV/RVjob_highstat/828/00/WpJ.WpJ_RV.RV.ptw.s82800.tab.gz 1.37570329952E-03 1.32336248623E-03 1.01741246144E-03 1.48855537244E-03 8.14645254804E-04 8.75182885851E-04 1.54727836286E-03 9.27828315085E-04 1.32722258160E-03 6.90773308810E-04 1.09869456887E-03 9.77645736651E-04 2.42233912361E-03 2.43597941749E-03 1.70995522992E-03 1.58999943370E-03
../RV/RVjob_highstat/682/00/WpJ.WpJ_RV.RV.ptw.s68200.tab.gz 1.43987690665E-03 1.35775233122E-03 1.54843049390E-03 1.25850504630E-03 9.50848867894E-04 8.28408247317E-04 2.36502066697E-03 2.42610633877E-03 1.86535699788E-03 1.40425937806E-03 1.20911054367E-03 1.12392409623E-03 2.09029989152E-03 2.44661668009E-03 1.74681862696E-03 1.19617634212E-03
../RV/RVjob_highstat/753/00/WpJ.WpJ_RV.RV.ptw.s75300.tab.gz 1.42753585078E-03 1.71204752805E-03 1.36464241992E-03 1.36812405847E-03 1.74834394997E-03 1.10002644752E-03 2.10940224072E-03 2.07356405284E-03 1.85398711763E-03 1.29467976260E-03 4.60447863998E-04 1.74795081749E-03 1.61832431079E-03 2.05982583129E-03 1.48268381361E-03 1.37346329750E-03
../RV/RVjob_highstat/386/00/WpJ.WpJ_RV.RV.ptw.s38600.tab.gz 1.47349688933E-03 1.27699841836E-03 1.75858138413E-03 2.34937767408E-03 2.05205705006E-03 1.92926387440E-03 1.07975796458E-03 1.34865120206E-03 1.31046638758E-03 1.73571195902E-03 1.38352133299E-03 1.00595750394E-03 1.17500299396E-03 1.51184776847E-03 1.79609671917E-03 9.24481390683E-04
../RV/RVjob_highstat/799/00/WpJ.WpJ_RV.RV.ptw.s79900.tab.gz 1.46338261194E-03 1.78687824512E-03 1.66999451494E-03 1.01285836949E-03 1.51737966023E-03 6.73985919460E-04 3.18407934757E-04 2.57437362374E-03 1.83600804973E-03 1.83231013577E-03 2.22877638899E-03 1.83839726031E-03 1.63746605949E-03 2.39677986479E-03 1.50103060272E-03 1.39677945558E-03
../RV/RVjob_highstat/795/00/WpJ.WpJ_RV.RV.ptw.s79500.tab.gz 1.50915766985E-03 1.38879759203E-03 6.44710018382E-04 1.32891419164E-03 2.04092186781E-03 2.31296495394E-03 1.63059877387E-03 2.54380690197E-03 1.37443937132E-03 1.20424664383E-03 1.63348677876E-03 1.89406401329E-03 6.51915715547E-04 1.41657696169E-03 1.79075008652E-03 1.39349552317E-03
../RV/RVjob_highstat/499/00/WpJ.WpJ_RV.RV.ptw.s49900.tab.gz 1.44944925879E-03 1.52098399519E-03 1.24305291869E-03 1.26199165775E-03 9.27883811676E-04 6.03278053870E-04 1.85367399634E-03 9.01013707904E-04 1.09720660065E-03 5.64213794160E-04 1.84638548582E-03 1.72895272450E-03 1.61401723436E-03 1.72407885738E-03 1.72393409522E-03 1.59130952673E-03
../RV/RVjob_highstat/703/00/WpJ.WpJ_RV.RV.ptw.s70300.tab.gz 1.46515180048E-03 1.10814964335E-03 6.77290056551E-04 1.70618427147E-03 9.26171473971E-04 2.13415710860E-03 1.65410768752E-03 2.04957485934E-03 1.66168067834E-03 1.25994951581E-03 1.86423268696E-03 6.52842281068E-04 8.23987750294E-04 1.19615372840E-03 1.78878421371E-03 1.72312643643E-03
../RV/RVjob_highstat/336/00/WpJ.WpJ_RV.RV.ptw.s33600.tab.gz 1.54570879562E-03 5.52783270396E-04 1.46067196707E-03 2.38725678810E-03 2.05798959443E-03 2.24286538233E-03 1.33120216138E-03 2.23930692522E-03 6.59762494206E-04 1.54353084731E-03 1.41028959048E-03 1.04366280317E-03 2.14563447274E-03 1.63723550605E-03 1.12517357193E-03 1.57486173308E-03
../RV/RVjob_highstat/407/00/WpJ.WpJ_RV.RV.ptw.s40700.tab.gz 1.47343239842E-03 1.41474422326E-03 1.19831290065E-03 2.09672774614E-03 1.58548504970E-03 1.79371089891E-03 9.79956163091E-04 1.85752248143E-03 1.22732525476E-03 1.99884038115E-03 2.40937741536E-03 1.15886428720E-03 1.80898713856E-03 2.13634626443E-03 1.61098869069E-03 1.52036984762E-03
../RV/RVjob_highstat/332/00/WpJ.WpJ_RV.RV.ptw.s33200.tab.gz 1.45656709148E-03 2.08038064795E-03 2.05023176104E-03 2.13235189118E-03 8.54358410613E-04 3.31243056610E-04 1.26910375057E-03 9.95176209362E-04 1.64094530991E-03 1.93662225072E-03 1.81041558830E-03 2.20121763868E-03 3.98035244452E-04 1.17035113374E-03 8.50711120185E-04 1.73008587307E-03
../RV/RVjob_highstat/036/00/WpJ.WpJ_RV.RV.ptw.s3600.tab.gz 1.46135019999E-03 1.41164301511E-03 1.34558518018E-03 2.51730417743E-04 4.82015952440E-04 2.19906790919E-03 9.06025246151E-04 1.30650850516E-03 1.26673359530E-03 1.74354642803E-03 1.61624086248E-03 1.45682585760E-03 1.54040927804E-03 8.83720306011E-04 4.13087952449E-04 8.35407917919E-04
../RV/RVjob_highstat/816/00/WpJ.WpJ_RV.RV.ptw.s81600.tab.gz 1.43237633148E-03 1.72815545494E-03 1.61249691148E-03 1.83109460174E-03 1.49667693548E-03 1.52446151244E-03 1.75730219449E-03 2.13901672897E-03 1.86535699788E-03 2.04263330166E-03 9.79100575150E-04 1.12392409623E-03 8.70350209344E-04 1.37255829274E-03 1.18471880851E-03 1.51849224339E-03
../RV/RVjob_highstat/670/00/WpJ.WpJ_RV.RV.ptw.s67000.tab.gz 1.44963722513E-03 1.50729141125E-03 1.13827421707E-03 1.37206857271E-03 1.92985361321E-03 2.22373513276E-03 1.88461121765E-03 7.88372196344E-04 1.32722258160E-03 1.65613174308E-03 1.23231457786E-03 1.72546554465E-03 1.87994409462E-03 1.05685758974E-03 1.15975902679E-03 1.72312643643E-03
../RV/RVjob_highstat/741/00/WpJ.WpJ_RV.RV.ptw.s74100.tab.gz 1.47054760839E-03 0.00000000000E+00 1.58961302381E-03 1.64566556031E-03 1.57811913355E-03 7.68158151016E-04 3.39343794772E-04 1.57105751298E-03 2.05238111915E-03 1.89803796895E-03 1.33838388415E-03 1.46298465994E-03 2.04168927026E-03 1.80758163040E-04 1.74703208694E-03 1.59130952673E-03
../RV/RVjob_highstat/374/00/WpJ.WpJ_RV.RV.ptw.s37400.tab.gz 1.39276761753E-03 1.32889509109E-03 2.02881895283E-03 2.03220012101E-03 1.42778854702E-03 9.39607369586E-04 0.00000000000E+00 0.00000000000E+00 1.66168067834E-03 2.32286116930E-03 1.14625310214E-03 1.33921665880E-03 1.60004240555E-03 1.06843999323E-03 1.31123241010E-03 1.39349552317E-03
../RV/RVjob_highstat/445/00/WpJ.WpJ_RV.RV.ptw.s44500.tab.gz 1.39703932137E-03 1.31234820347E-03 1.30558037804E-03 1.53134573736E-03 1.14729806930E-03 1.89339336132E-03 1.39610055271E-03 1.98760295130E-03 1.09720660065E-03 1.21853042198E-03 1.86423268696E-03 1.95189227588E-03 8.23987750294E-04 2.00915939309E-03 1.11215055822E-03 1.39677945558E-03
../RV/RVjob_highstat/858/00/WpJ.WpJ_RV.RV.ptw.s85800.tab.gz 1.34640134857E-03 1.58837495792E-03 1.72615393346E-03 1.85582095591E-03 1.83725236274E-03 6.18886877440E-04 1.97481021298E-03 8.00117511985E-04 1.37443937132E-03 2.06544264289E-03 1.84638548582E-03 6.52842281068E-04 1.61401723436E-03 1.09986781156E-03 1.61626793931E-03 9.24481390683E-04
../RV/RVjob_highstat/370/00/WpJ.WpJ_RV.RV.ptw.s37000.tab.gz 1.43074771382E-03 1.33473792988E-03 1.42557040889E-03 1.76989943478E-03 1.07256712252E-03 7.34028868698E-04 7.44674987208E-04 1.07096709999E-03 1.83600804973E-03 1.30064251605E-03 1.63348677876E-03 1.72895272450E-03 6.51915715547E-04 1.82874837402E-03 1.05476541209E-03 1.37346329750E-03
../RV/RVjob_highstat/783/00/WpJ.WpJ_RV.RV.ptw.s78300.tab.gz 1.39290444022E-03 1.58311964914E-03 1.67408494631E-03 1.96549870276E-03 1.55593934009E-03 7.26094238234E-04 1.32626489285E-03 1.05267648579E-03 1.31046638758E-03 2.70563667975E-03 2.22877638899E-03 1.89406401329E-03 1.63746605949E-03 4.65688717677E-04 1.93566956417E-03 1.58999943370E-03
../RV/RVjob_highstat/487/00/WpJ.WpJ_RV.RV.ptw.s48700.tab.gz 1.23158899371E-03 1.54942034742E-03 1.30122521298E-03 1.38543347809E-03 1.37317762425E-03 9.04228345673E-04 1.80634996865E-03 1.73293157730E-03 1.16554274616E-03 1.78382921347E-03 4.60447863998E-04 1.00595750394E-03 1.61832431079E-03 1.41317497306E-03 1.39448731270E-03 1.54643279542E-03
../RV/RVjob_highstat/324/00/WpJ.WpJ_RV.RV.ptw.s32400.tab.gz 1.45190562549E-03 7.85975668154E-04 4.29093480837E-04 1.17049239142E-03 1.91472437826E-03 1.53714011338E-03 2.16823780038E-03 4.20961189234E-04 1.26673359530E-03 1.43667209731E-03 1.56774673955E-03 1.40409155322E-03 1.11370685079E-03 7.52299739510E-04 9.46880829767E-04 1.06052332487E-03
../RV/RVjob_highstat/808/00/WpJ.WpJ_RV.RV.ptw.s80800.tab.gz 1.43164063807E-03 1.64357903817E-03 1.01772136290E-03 1.13432929400E-03 1.43128647894E-03 1.05631448687E-03 2.40658349536E-03 1.29435677455E-03 1.31827478178E-03 2.32213996300E-04 1.09869456887E-03 1.74795081749E-03 2.42233912361E-03 1.66046768329E-03 7.21802309423E-04 1.09865985185E-03
../RV/RVjob_highstat/896/00/WpJ.WpJ_RV.RV.ptw.s89600.tab.gz 1.44087964243E-03 1.52477431998E-04 1.25882390516E-03 1.69339016569E-03 1.97517522787E-03 2.71005858172E-03 1.21876123161E-03 2.11542062629E-03 1.09071029463E-03 1.49503124171E-03 2.17301174442E-03 9.77645736651E-04 3.98035244452E-04 1.92923151710E-03 1.35412068980E-03 1.58224493690E-03
../RV/RVjob_highstat/320/00/WpJ.WpJ_RV.RV.ptw.s32000.tab.gz 1.46535586732E-03 9.93021831837E-04 2.06220019384E-03 1.48374143027E-03 1.29593458451E-03 1.56103119895E-03 1.40456866180E-03 1.85222998822E-03 1.00369923340E-03 7.16608528700E-04 1.68011539494E-03 2.18911246302E-03 1.81801602547E-03 1.75442671099E-03 2.21065994646E-03 1.03529224380E-03
../RV/RVjob_highstat/024/00/WpJ.WpJ_RV.RV.ptw.s2400.tab.gz 1.48400336361E-03 1.01102287414E-03 2.00782632785E-03 1.56738788531E-03 1.48897901405E-03 1.30788777435E-03 2.45297445115E-03 1.12053263795E-03 2.11440707948E-03 2.69379158246E-03 9.62521795657E-04 1.08958916228E-03 9.67044478201E-04 2.30223651754E-03 2.19559269479E-03 1.11324763494E-03
../RV/RVjob_highstat/733/00/WpJ.WpJ_RV.RV.ptw.s73300.tab.gz 1.51256867857E-03 1.12842008253E-03 1.49060157642E-03 1.54633632437E-03 9.62061496368E-04 5.49585890177E-04 1.58235930359E-03 2.53998801852E-03 5.79433211260E-04 8.04931378013E-04 1.84489538383E-03 9.58081914203E-04 2.22874187917E-03 2.01717568804E-03 1.52261366967E-03 1.73423096005E-03
../RV/RVjob_highstat/804/00/WpJ.WpJ_RV.RV.ptw.s80400.tab.gz 1.43650000182E-03 1.43643849073E-03 1.56056200959E-03 1.31024444515E-03 2.02533129938E-03 2.57322267411E-03 1.61828608361E-03 1.06442327945E-03 2.39075513635E-03 6.99783620533E-04 1.77308481104E-03 1.90553714782E-03 1.57092781347E-03 9.19718076198E-04 1.63241161826E-03 1.56016003180E-03
../RV/RVjob_highstat/437/00/WpJ.WpJ_RV.RV.ptw.s43700.tab.gz 1.14778723860E-03 1.68488361876E-03 1.66022744034E-03 1.46922077430E-03 1.10540057544E-03 1.82867698609E-03 2.06589005711E-03 2.23886112315E-03 1.86016782468E-03 1.09673569315E-03 1.73593723294E-03 1.04848215166E-03 5.06633754197E-04 1.90787053976E-03 1.91127934984E-03 1.84453737762E-03
../RV/RVjob_highstat/508/00/WpJ.WpJ_RV.RV.ptw.s50800.tab.gz 1.34098395993E-03 1.96039228734E-03 1.58939633172E-03 6.92839598780E-04 1.84474065328E-03 2.26877340799E-03 1.99610913563E-03 2.52865032991E-03 1.51798505006E-03 2.46860846679E-04 1.46172622689E-03 1.72261231613E-03 1.09278034895E-03 1.20017610648E-03 1.37581302978E-03 1.19617634212E-03
../RV/RVjob_highstat/362/00/WpJ.WpJ_RV.RV.ptw.s36200.tab.gz 1.50020850267E-03 1.30257822103E-03 8.08765111686E-04 6.81003011384E-04 1.50932152060E-03 1.70696371530E-03 9.70017486950E-04 1.29194046089E-03 1.32963398214E-03 2.10157079385E-03 1.20911054367E-03 8.90357228423E-04 1.11370685079E-03 1.70591104436E-03 1.29256984420E-03 1.34637270293E-03
../RV/RVjob_highstat/066/00/WpJ.WpJ_RV.RV.ptw.s6600.tab.gz 1.54158378135E-03 1.24311124127E-03 1.25781887142E-03 1.04505304959E-03 2.01353966826E-03 2.27340699914E-03 1.23584211398E-03 1.31321855652E-03 1.85398711763E-03 1.15766066748E-03 1.38352133299E-03 1.83839726031E-03 1.17500299396E-03 1.88118251051E-03 9.06242344163E-04 1.73008587307E-03
../RV/RVjob_highstat/846/00/WpJ.WpJ_RV.RV.ptw.s84600.tab.gz 1.38174982532E-03 2.05338382130E-03 6.97454538000E-04 1.07709946809E-03 1.34231810958E-03 2.42944721108E-03 2.60011791197E-03 8.03294689369E-04 2.12885397335E-03 1.78582064130E-03 1.46356806229E-03 1.52855467217E-03 8.83969762418E-04 5.89261623068E-04 1.54566750087E-03 1.52036984762E-03
../RV/RVjob_highstat/917/00/WpJ.WpJ_RV.RV.ptw.s91700.tab.gz 1.43428202913E-03 1.30589633958E-03 1.51087424995E-03 1.90157453691E-03 3.14380200765E-04 1.56129619669E-03 1.77916697043E-03 1.65956666452E-03 1.57254479270E-03 9.32435791678E-04 1.36518058293E-03 1.54592220997E-03 1.32301048794E-03 1.04347821758E-03 1.64963397320E-03 1.72798368772E-03
../RV/RVjob_highstat/771/00/WpJ.WpJ_RV.RV.ptw.s77100.tab.gz 1.45701022124E-03 1.79088983536E-03 1.15121859569E-03 4.61685447692E-04 1.85894717864E-03 1.84445580598E-03 1.88176634966E-03 1.59578603355E-03 2.23252814286E-03 6.56245800988E-04 8.63901375496E-04 2.13773540532E-03 1.47251519952E-03 2.19532125493E-03 1.75101174079E-03 4.62624968887E-04
../RV/RVjob_highstat/842/00/WpJ.WpJ_RV.RV.ptw.s84200.tab.gz 1.44482556147E-03 1.70402730485E-03 1.27005693529E-03 1.88327799332E-03 1.31721719776E-03 1.61948889402E-03 1.00854002021E-03 1.01965806631E-03 1.23846526831E-03 8.28189912694E-04 1.61624086248E-03 0.00000000000E+00 0.00000000000E+00 1.82795799927E-03 9.54344639938E-04 1.73799347587E-03
../RV/RVjob_highstat/475/00/WpJ.WpJ_RV.RV.ptw.s47500.tab.gz 1.50634640100E-03 1.67673704684E-03 1.23830482623E-03 1.64962939489E-03 1.28960955872E-03 1.68785786689E-03 2.63829451403E-03 1.01380575715E-03 9.44277405583E-04 1.59607709636E-03 1.81041558830E-03 1.45682585760E-03 1.70553025650E-03 1.71408384966E-03 8.41368855215E-04 5.92671125421E-04
../RV/RVjob_highstat/179/00/WpJ.WpJ_RV.RV.ptw.s17900.tab.gz 1.39753743738E-03 1.61446594587E-03 1.86826188258E-03 1.82221463340E-03 1.96294325044E-03 2.01218812852E-03 1.36380178301E-03 1.43299954668E-03 1.58290490373E-03 9.27696427729E-04 2.40937741536E-03 2.20121763868E-03 1.26442894215E-03 1.81743871026E-03 8.60118915115E-04 1.36112669874E-03
../RV/RVjob_highstat/888/00/WpJ.WpJ_RV.RV.ptw.s88800.tab.gz 1.46673770070E-03 1.96580531361E-03 1.29317460452E-03 1.80031476258E-03 1.65765359154E-03 1.29174516596E-03 1.07960365404E-03 1.53220317717E-03 1.44695752720E-03 9.96318182874E-04 5.85961492112E-04 1.15886428720E-03 1.91593874538E-03 1.44220912673E-03 1.22150339075E-03 1.55518303688E-03
../RV/RVjob_highstat/959/00/WpJ.WpJ_RV.RV.ptw.s95900.tab.gz 1.38503736622E-03 1.59182726891E-03 1.76929420212E-03 7.28641860579E-04 4.17706136710E-04 9.71632435386E-04 2.08723093083E-03 9.75528268068E-04 6.72578700703E-04 2.47173099347E-03 1.79526846590E-03 1.08890701320E-03 0.00000000000E+00 9.92420765566E-04 1.05192772428E-03 1.12058291280E-03
../RV/RVjob_highstat/016/00/WpJ.WpJ_RV.RV.ptw.s1600.tab.gz 1.43071516827E-03 1.35245033771E-03 1.20319788665E-03 4.93315802396E-04 1.81420208054E-03 2.00659234698E-03 1.18889808088E-03 1.54583385545E-03 7.38999303962E-04 2.41511641768E-03 1.69786698790E-03 1.95083562153E-03 1.03773309257E-03 1.47863157410E-03 1.32633205211E-03 1.51844472717E-03
../RV/RVjob_highstat/588/00/WpJ.WpJ_RV.RV.ptw.s58800.tab.gz 1.23718205812E-03 1.47343050106E-03 1.10283847661E-03 1.27021821852E-03 1.61311286841E-03 1.32652552282E-03 1.84697460556E-03 1.44186268549E-03 1.73288480772E-03 2.21594031287E-03 1.06810727649E-03 8.72659471622E-04 9.46825856193E-04 1.16550134400E-03 1.64810317332E-03 1.79346802612E-03
../RV/RVjob_highstat/129/00/WpJ.WpJ_RV.RV.ptw.s12900.tab.gz 1.48329127053E-03 1.42612217257E-03 1.52478434752E-03 1.42795571510E-03 1.79213606235E-03 2.36498275366E-03 1.78245550211E-03 8.34612698088E-04 1.64225345282E-03 1.50488697448E-03 2.06004934750E-03 2.05073800623E-03 1.27216406233E-03 1.27706518510E-03 7.40390990912E-04 1.74017399687E-03
../RV/RVjob_highstat/909/00/WpJ.WpJ_RV.RV.ptw.s90900.tab.gz 1.41798058066E-03 1.44148863571E-04 1.10117301757E-03 1.94229753323E-03 1.34995977445E-03 9.52383757244E-04 1.97333638649E-03 2.32171073875E-03 1.05526033805E-03 1.38465994517E-03 9.56791315278E-04 1.92513396600E-03 1.10442217486E-03 1.78143482847E-03 1.69270353491E-03 1.80684557548E-03
../RV/RVjob_highstat/350/00/WpJ.WpJ_RV.RV.ptw.s35000.tab.gz 1.52739675475E-03 5.59003477831E-04 1.59885425116E-03 1.18756357642E-03 1.39190550637E-03 1.60616918182E-03 1.49889657151E-03 1.98802798221E-03 1.78768401586E-03 2.32334968256E-03 1.37004961687E-03 8.38138643664E-04 1.03148899584E-03 3.04621957769E-04 2.27926073977E-03 1.46818486053E-03
../RV/RVjob_highstat/421/00/WpJ.WpJ_RV.RV.ptw.s42100.tab.gz 1.50242114851E-03 1.60089954987E-03 7.65257064848E-04 6.31107146888E-04 1.48318965782E-03 1.29323452044E-03 1.69342826203E-03 1.19364520111E-03 9.71611598101E-04 9.51117218791E-04 1.38689397667E-03 1.35745906904E-03 8.71546923883E-04 1.99257283393E-03 2.05394950205E-03 1.57486173308E-03
../RV/RVjob_highstat/834/00/WpJ.WpJ_RV.RV.ptw.s83400.tab.gz 1.48103953588E-03 1.41279278633E-03 1.95970565788E-03 1.26879203732E-03 1.18932411283E-03 2.12176579473E-03 1.67168297562E-03 1.40133229596E-03 1.57931571731E-03 1.35246075346E-03 7.76230378626E-04 1.72827359368E-03 1.33087313919E-03 6.85977362134E-04 6.51566943471E-04 1.64111741788E-03
../RV/RVjob_highstat/467/00/WpJ.WpJ_RV.RV.ptw.s46700.tab.gz 1.43443632580E-03 1.23607582191E-03 1.88229453679E-03 2.09748469458E-03 1.43643741600E-03 1.40153970369E-03 2.07228281195E-03 1.08210743592E-03 1.28631662822E-03 1.91297317542E-03 1.14673842250E-03 8.59918876547E-04 1.80898713856E-03 1.56694503189E-03 1.73577427751E-03 1.60048630233E-03
../RV/RVjob_highstat/905/00/WpJ.WpJ_RV.RV.ptw.s90500.tab.gz 1.42751605049E-03 8.94064901092E-04 1.61937133133E-03 1.55824427972E-03 1.50081728894E-03 2.31232727767E-03 1.72987079474E-03 1.01608269472E-03 6.59762494206E-04 1.09763930015E-03 1.41028959048E-03 7.66597969419E-04 2.14563447274E-03 1.76777659720E-03 1.88407018726E-03 1.29486831799E-03
../RV/RVjob_highstat/538/00/WpJ.WpJ_RV.RV.ptw.s53800.tab.gz 1.45304108975E-03 1.49983322001E-03 1.88586289181E-03 1.58102636780E-03 1.59208071950E-03 2.19883439220E-03 1.59733017147E-03 1.81262725169E-03 2.07316199463E-03 6.22642402019E-04 1.27114688443E-03 1.04366280317E-03 1.67865016367E-03 1.41112294433E-03 1.55874584252E-03 1.47471542188E-03
../RV/RVjob_highstat/050/00/WpJ.WpJ_RV.RV.ptw.s5000.tab.gz 1.35876251362E-03 1.77124372704E-03 1.69573842543E-03 1.30225479064E-03 1.18848517866E-03 8.32665045194E-04 1.41777582757E-03 1.70862226162E-03 1.55610488932E-03 2.41982179918E-03 9.84866926119E-04 1.35481740434E-03 1.28651830629E-03 1.56762997530E-03 7.94459499107E-04 1.63338038054E-03
../RV/RVjob_highstat/830/00/WpJ.WpJ_RV.RV.ptw.s83000.tab.gz 1.36125296503E-03 9.56393908624E-04 1.67919038074E-03 9.39196648800E-04 1.58785947475E-03 2.38403322264E-03 6.72855209836E-04 3.71896211155E-04 1.31165105245E-03 1.95574647829E-03 2.12457579407E-03 1.54230817007E-03 1.89637567306E-03 1.18310857627E-03 1.54684546930E-03 1.66111449275E-03
../RV/RVjob_highstat/096/00/WpJ.WpJ_RV.RV.ptw.s9600.tab.gz 1.50634640100E-03 1.83575577078E-03 1.33658612527E-03 1.35071332860E-03 1.29981745733E-03 9.36361835294E-04 2.06231725998E-03 9.40342544718E-04 1.23846526831E-03 2.71672893299E-03 2.40937741536E-03 1.95083562153E-03 1.03773309257E-03 1.96164999429E-03 9.54344639938E-04 1.06052332487E-03
../RV/RVjob_highstat/876/00/WpJ.WpJ_RV.RV.ptw.s87600.tab.gz 1.29328753909E-03 1.62336457013E-03 1.44653024971E-03 1.06540898634E-03 1.25237655012E-03 7.22178492533E-04 1.52224399480E-03 8.06644793404E-04 1.23846526831E-03 1.86777651511E-03 1.73593723294E-03 1.72261231613E-03 5.06633754197E-04 5.07515760109E-04 1.27810165359E-03 1.51849224339E-03
../RV/RVjob_highstat/947/00/WpJ.WpJ_RV.RV.ptw.s94700.tab.gz 1.47585210205E-03 1.77447495748E-03 1.65217659230E-03 2.04490325648E-03 1.48694868569E-03 2.07852752698E-03 1.22173156621E-03 1.47554027488E-03 1.22732525476E-03 2.08903130266E-03 1.56774673955E-03 1.40409155322E-03 1.09278034895E-03 5.75421887623E-04 1.74681862696E-03 1.37242320190E-03
../RV/RVjob_highstat/092/00/WpJ.WpJ_RV.RV.ptw.s9200.tab.gz 1.50110686965E-03 1.21260429888E-03 1.20629918359E-03 2.04490325648E-03 1.25653406215E-03 2.87238652217E-03 1.76795818893E-03 1.53587540765E-03 1.00369923340E-03 6.75240514452E-04 1.20171363691E-03 2.26374589820E-03 1.11370685079E-03 8.70207811974E-04 7.07915153242E-04 1.46818486053E-03
../RV/RVjob_highstat/117/00/WpJ.WpJ_RV.RV.ptw.s11700.tab.gz 1.38174982532E-03 1.58837495792E-03 1.30558037804E-03 1.94229753323E-03 2.29991688754E-03 2.42944721108E-03 2.02673273682E-03 9.27828315085E-04 1.51798505006E-03 1.78582064130E-03 1.36518058293E-03 1.52855467217E-03 1.76167647104E-03 1.87595002376E-03 9.06242344163E-04 1.73799347587E-03
../RV/RVjob_highstat/113/00/WpJ.WpJ_RV.RV.ptw.s11300.tab.gz 1.47314637627E-03 1.49819870403E-03 1.01330457885E-03 1.46922077430E-03 1.34995977445E-03 1.01294580034E-03 1.39610055271E-03 1.59578603355E-03 1.55610488932E-03 9.64670847484E-04 9.62521795657E-04 8.90357228423E-04 1.11370685079E-03 1.18310857627E-03 1.12517357193E-03 0.00000000000E+00
../RV/RVjob_highstat/822/00/WpJ.WpJ_RV.RV.ptw.s82200.tab.gz 1.41798058066E-03 1.48424809091E-03 1.58288597777E-03 1.90157453691E-03 1.58785947475E-03 1.46065614596E-03 1.35348083434E-03 1.14012471980E-03 2.07316199463E-03 1.97873425528E-03 1.46172622689E-03 1.40409155322E-03 1.03148899584E-03 1.56762997530E-03 1.75101174079E-03 1.47471542188E-03
../RV/RVjob_highstat/939/00/WpJ.WpJ_RV.RV.ptw.s93900.tab.gz 1.36125296503E-03 1.18284947822E-03 1.77119999021E-03 1.58102636780E-03 1.18848517866E-03 1.79371089891E-03 1.46887045482E-03 1.70862226162E-03 6.59762494206E-04 1.99884038115E-03 1.41028959048E-03 1.45682585760E-03 2.09029989152E-03 1.41112294433E-03 1.55874584252E-03 1.29486831799E-03
../RV/RVjob_highstat/451/00/WpJ.WpJ_RV.RV.ptw.s45100.tab.gz 1.35876251362E-03 1.67673704684E-03 1.23830482623E-03 1.55824427972E-03 1.59208071950E-03 1.61948889402E-03 1.97333638649E-03 1.81262725169E-03 1.28631662822E-03 0.00000000000E+00 0.00000000000E+00 1.04848215166E-03 1.89637567306E-03 1.76777659720E-03 1.88407018726E-03 1.60048630233E-03
../RV/RVjob_highstat/084/00/WpJ.WpJ_RV.RV.ptw.s8400.tab.gz 1.45304108975E-03 1.21260429888E-03 1.24530198423E-03 2.09748469458E-03 1.50081728894E-03 7.22178492533E-04 6.72855209836E-04 1.01608269472E-03 1.57931571731E-03 8.28189912694E-04 1.81041558830E-03 2.18911246302E-03 1.28651830629E-03 1.56694503189E-03 1.73577427751E-03 1.64111741788E-03
../RV/RVjob_highstat/522/00/WpJ.WpJ_RV.RV.ptw.s52200.tab.gz 1.42751605049E-03 1.72815545494E-03 1.36017931697E-03 1.26879203732E-03 1.43643741600E-03 1.38829455490E-03 1.41777582757E-03 1.08210743592E-03 9.71611598101E-04 0.00000000000E+00 1.14673842250E-03 1.54230817007E-03 1.67865016367E-03 6.85977362134E-04 6.51566943471E-04 1.57486173308E-03
../RV/RVjob_highstat/935/00/WpJ.WpJ_RV.RV.ptw.s93500.tab.gz 1.43443632580E-03 9.56393908624E-04 1.67919038074E-03 6.31107146888E-04 1.50932152060E-03 8.32665045194E-04 1.59733017147E-03 1.40133229596E-03 1.78768401586E-03 1.86777651511E-03 1.37004961687E-03 1.35481740434E-03 8.70350209344E-04 1.05685758974E-03 2.05394950205E-03 1.74017399687E-03
../RV/RVjob_highstat/568/00/WpJ.WpJ_RV.RV.ptw.s56800.tab.gz 1.50242114851E-03 1.49983322001E-03 1.88586289181E-03 1.18756357642E-03 1.48318965782E-03 2.31232727767E-03 2.07228281195E-03 1.19364520111E-03 1.57254479270E-03 2.41982179918E-03 2.06004934750E-03 2.20121763868E-03 1.70553025650E-03 1.78143482847E-03 1.29256984420E-03 1.66111449275E-03
