#nx=3 [3.00000000000E+01,4.00000000000E+01] [4.00000000000E+01,6.00000000000E+01] [6.00000000000E+01,8.00000000000E+01] [8.00000000000E+01,1.00000000000E+02] [1.00000000000E+02,1.20000000000E+02] [1.20000000000E+02,1.40000000000E+02] [1.40000000000E+02,1.60000000000E+02] [1.60000000000E+02,1.80000000000E+02] [1.80000000000E+02,2.00000000000E+02] [2.00000000000E+02,2.20000000000E+02] [2.20000000000E+02,2.40000000000E+02] [2.40000000000E+02,2.60000000000E+02] [2.60000000000E+02,2.80000000000E+02] [2.80000000000E+02,3.00000000000E+02] [3.00000000000E+02,3.50000000000E+02] [3.50000000000E+02,4.00000000000E+02] [4.00000000000E+02,4.50000000000E+02] [4.50000000000E+02,5.00000000000E+02] [5.00000000000E+02,5.50000000000E+02] [5.50000000000E+02,6.00000000000E+02] [6.00000000000E+02,7.00000000000E+02] [7.00000000000E+02,1.00000000000E+03] 
../RRa/RRajob_highstat/314/00/WpJ.WpJ_RRa.RRa.ptj1.s31400.tab.gz 3.38496820631E-04 3.66393532559E-04 7.59889645664E-04 7.34444223448E-04 4.98773510413E-04 3.13915115498E-04 1.65195476575E-04 2.28928905795E-04 6.40149152300E-04 4.43183969389E-04 4.85572329366E-04 7.01430802485E-04 2.81779298407E-04 4.34158608632E-04 7.46061962745E-04 5.39513822211E-04 5.23753084001E-04 7.85660421837E-04 6.16733922347E-04 5.56376834957E-04 9.45629081077E-04 9.82289931532E-04
../RRa/RRajob_highstat/1380/00/WpJ.WpJ_RRa.RRa.ptj1.s138000.tab.gz 5.67695204965E-04 1.08252424859E-03 3.48619688215E-04 7.53642290193E-05 2.01104409547E-03 2.07707254402E-04 3.29293956585E-04 6.98690493068E-04 3.20329535804E-04 5.82382067723E-04 1.02740192188E-03 7.54697061828E-04 5.00018022927E-04 6.43294849765E-04 8.02148690365E-04 6.83532819202E-04 5.23753084001E-04 7.00969235452E-04 7.35672644654E-04 5.14533320672E-04 6.60193146282E-04 4.91518062806E-04
../RRa/RRajob_highstat/018/00/WpJ.WpJ_RRa.RRa.ptj1.s1800.tab.gz 4.62336857717E-04 1.76996994763E-04 1.58781913906E-03 4.27435054049E-04 1.90658415664E-04 4.76960621514E-04 5.37622091400E-04 6.23962044654E-04 1.20717200179E-03 4.89255769922E-04 2.39729811858E-04 7.11712743547E-04 4.17581871156E-04 1.39527396501E-04 4.53710523030E-04 7.35436798957E-04 9.38954622950E-04 8.64696110571E-04 1.14811825037E-03 6.87127635014E-04 8.18457853115E-04 9.82289931532E-04
../RRa/RRajob_highstat/1428/00/WpJ.WpJ_RRa.RRa.ptj1.s142800.tab.gz 8.62066245099E-04 0.00000000000E+00 1.65045563998E-05 9.35836983050E-04 6.45554861686E-04 8.72353940862E-04 1.80776265476E-04 3.83665018500E-04 8.76111222794E-04 4.02003672449E-04 1.14651705998E-03 5.07399839292E-04 5.23477160451E-04 5.33153591493E-04 4.32070957475E-04 1.00535873718E-03 8.39392353265E-04 8.00876055187E-04 3.42444479120E-04 5.20700216512E-04 3.81576637916E-04 1.06974532503E-03
../RRa/RRajob_highstat/886/00/WpJ.WpJ_RRa.RRa.ptj1.s88600.tab.gz 1.01528311274E-04 1.04573451885E-03 1.00664764585E-03 8.26329568579E-04 1.57612688837E-03 4.55474300359E-04 1.42729925954E-03 5.17368172446E-04 3.38852498309E-04 7.39276259472E-04 2.59774784924E-04 7.07792687803E-04 1.10271834535E-03 1.00380728153E-03 7.08218411692E-04 7.51673690835E-04 8.62402965861E-04 4.32668631099E-04 8.10188125566E-04 1.15859865656E-03 7.87775886406E-04 4.91518062806E-04
../RRa/RRajob_highstat/1475/00/WpJ.WpJ_RRa.RRa.ptj1.s147500.tab.gz 4.59617133433E-04 1.70892409755E-03 8.87949234112E-04 1.98911572548E-04 8.58648251462E-04 3.43676704388E-04 8.87232182715E-04 6.04843023939E-04 1.46775635252E-03 1.01684879490E-03 1.04026565824E-03 7.73398211469E-04 2.65136093355E-04 5.79063774576E-04 5.71944122640E-04 5.95599979796E-04 8.81651040788E-04 7.44567474292E-04 8.70511906062E-04 5.33018519182E-04 8.18457853115E-04 7.01040618253E-04
../RRa/RRajob_highstat/310/00/WpJ.WpJ_RRa.RRa.ptj1.s31000.tab.gz 7.33090431065E-04 1.82255008434E-04 1.18354140761E-03 1.46908767592E-04 3.17438176256E-05 6.16673390749E-04 2.10839514371E-04 5.87750498828E-04 7.38233824649E-04 6.42755431708E-04 8.83438402825E-04 4.78970133526E-04 3.96073161090E-04 1.29960142035E-03 6.29705831451E-04 1.06329262606E-03 4.75592111975E-04 7.85660421837E-04 1.53237036979E-04 1.06036974681E-03 9.16688548842E-04 6.55047817472E-04
../RRa/RRajob_highstat/1340/00/WpJ.WpJ_RRa.RRa.ptj1.s134000.tab.gz 1.18596076906E-03 1.14641866860E-03 6.54399998535E-04 2.05074187258E-04 1.24222742385E-03 3.85075629244E-04 4.06998595292E-04 1.94625833394E-04 6.48072766295E-04 5.09311413772E-04 3.14404604776E-04 9.92802404714E-04 2.25599491594E-04 6.75808606526E-04 9.34668554511E-04 5.69426688535E-04 7.39699629214E-04 6.10587996096E-04 5.01750855750E-04 8.65562753703E-04 7.87775886406E-04 5.61308286266E-04
../RRa/RRajob_highstat/1289/00/WpJ.WpJ_RRa.RRa.ptj1.s128900.tab.gz 8.35593343489E-04 1.11154479757E-03 8.46321471835E-04 1.32432846910E-03 1.97107355698E-04 3.13915115498E-04 9.04835788887E-04 1.01143259384E-03 1.30396471124E-03 6.02520052918E-04 8.45015487383E-04 7.69033788276E-04 1.11377698660E-03 6.07474296937E-04 5.97764937509E-04 4.59037209223E-04 6.41275066385E-04 8.00876055187E-04 6.98749860666E-04 9.88909971567E-04 9.45629081077E-04 7.18612176123E-04
../RRa/RRajob_highstat/014/00/WpJ.WpJ_RRa.RRa.ptj1.s1400.tab.gz 2.36006058178E-04 1.31103120481E-03 3.21035510428E-04 1.07672769478E-03 2.52295432339E-05 4.86297707542E-04 1.06914463626E-03 3.47103533259E-04 8.19188037548E-04 5.82382067723E-04 7.11780259623E-04 4.90131843820E-04 7.57719979382E-05 8.63410841122E-04 5.85260593418E-04 4.59037209223E-04 7.92422770032E-04 8.98727233538E-04 4.08426294345E-04 6.87127635014E-04 6.60193146282E-04 4.59705376411E-04
../RRa/RRajob_highstat/1154/00/WpJ.WpJ_RRa.RRa.ptj1.s115400.tab.gz 6.36577314395E-04 1.40260694377E-03 6.66847802515E-04 1.32673245340E-04 9.60894975732E-04 8.19029400757E-04 1.38373787406E-03 1.79690243150E-03 9.80268865689E-04 4.43183969389E-04 4.41348195845E-04 6.30911639911E-04 1.63549065531E-03 6.73566745051E-04 8.18513561327E-04 5.58484419332E-04 7.34625239946E-04 7.00969235452E-04 5.58066092284E-04 5.56376834957E-04 7.29133401448E-04 6.88046042272E-04
../RRa/RRajob_highstat/723/00/WpJ.WpJ_RRa.RRa.ptj1.s72300.tab.gz 5.33632892523E-04 1.40401141588E-04 3.30291929699E-05 2.38221378447E-04 4.40306394797E-04 6.53401101087E-04 1.22312666550E-03 9.41940333001E-05 1.42760095583E-04 5.18578059759E-04 6.45645342425E-04 5.71634627605E-04 4.33293243825E-04 1.00665465448E-03 7.19698348015E-04 5.69426688535E-04 3.76255810722E-04 6.10587996096E-04 4.77340281973E-04 5.14533320672E-04 6.60193146282E-04 4.76936910128E-04
../RRa/RRajob_highstat/427/00/WpJ.WpJ_RRa.RRa.ptj1.s42700.tab.gz 9.07496968964E-04 8.31900438520E-05 6.37656707472E-05 1.32627381593E-03 5.33258829124E-04 9.90306677486E-04 8.53955225545E-05 4.29129261694E-04 7.54859539746E-04 5.41666887748E-04 4.05468575521E-04 3.72763584897E-04 9.17242094703E-04 5.00447714497E-04 3.68614128388E-04 7.51673690835E-04 5.28848730622E-04 5.04015432078E-04 3.58221646166E-04 2.25418297683E-04 7.29133401448E-04 4.76936910128E-04
../RRa/RRajob_highstat/1249/00/WpJ.WpJ_RRa.RRa.ptj1.s124900.tab.gz 6.36577314395E-04 9.61492700739E-04 1.14178868570E-03 1.09173235973E-04 5.34944538704E-04 5.82580312400E-04 6.61127963918E-04 7.24903886696E-04 6.48577423987E-04 8.63520025994E-04 5.58882577176E-04 5.51167591454E-04 3.07476009232E-04 8.03586385867E-04 4.32070957475E-04 1.00535873718E-03 9.50931371005E-04 8.56244124614E-04 4.46295648784E-04 6.49224256271E-04 4.25049176985E-04 5.65651442943E-04
../RRa/RRajob_highstat/1114/00/WpJ.WpJ_RRa.RRa.ptj1.s111400.tab.gz 7.42589135607E-04 1.27390027247E-03 1.74399687776E-03 2.89757107565E-04 1.22870694748E-03 6.14729992610E-04 7.84557245319E-05 5.98531316241E-04 4.74593505450E-04 1.08660813625E-03 6.73006650000E-04 6.71436522746E-04 3.36316646647E-04 6.03786574920E-04 3.68614128388E-04 7.35436798957E-04 6.41275066385E-04 6.08323500694E-04 1.76830839216E-03 5.98112565656E-04 7.63787172696E-04 6.46689528543E-04
../RRa/RRajob_highstat/352/00/WpJ.WpJ_RRa.RRa.ptj1.s35200.tab.gz 2.36006058178E-04 3.22969417551E-04 3.97616109292E-04 7.39387745493E-04 2.52383356487E-04 2.82444548104E-04 6.02497696348E-04 7.93664931859E-04 3.91416017319E-04 7.06656825697E-04 5.67003177194E-04 4.90131843820E-04 7.62684158541E-04 1.59879838607E-04 0.00000000000E+00 7.84832142823E-04 7.39699629214E-04 4.80509409001E-04 2.81614599874E-04 7.07112468488E-04 4.27443586769E-04 5.61308286266E-04
../RRa/RRajob_highstat/423/00/WpJ.WpJ_RRa.RRa.ptj1.s42300.tab.gz 7.33090431065E-04 9.88140565471E-05 9.74932038016E-05 1.98911572548E-04 7.84657635471E-05 2.87516819596E-04 4.94396617097E-05 1.79690243150E-03 2.11668028234E-04 5.70224467602E-04 2.44994093482E-04 7.69033788276E-04 5.03232084560E-04 1.19503829450E-03 7.82925529565E-04 8.68979704573E-04 4.75592111975E-04 5.83454209689E-04 7.17659378998E-04 5.36267257823E-04 7.63787172696E-04 6.55047817472E-04
../RRa/RRajob_highstat/056/00/WpJ.WpJ_RRa.RRa.ptj1.s5600.tab.gz 4.59617133433E-04 4.62924140616E-05 3.08747190489E-04 6.71069400918E-04 9.84339555769E-04 7.69212590828E-04 3.33050997670E-04 3.47103533259E-04 7.33007304111E-04 9.36239059435E-04 6.53306035701E-04 9.92802404714E-04 7.89439450761E-04 6.17173968552E-04 7.71027977438E-04 7.92831451728E-04 8.81651040788E-04 6.28667939681E-04 7.77703934879E-04 5.98112565656E-04 7.29133401448E-04 7.01040618253E-04
../RRa/RRajob_highstat/836/00/WpJ.WpJ_RRa.RRa.ptj1.s83600.tab.gz 1.01528311274E-04 1.16822260776E-03 8.91525445203E-04 1.20644445227E-03 8.57857964849E-05 1.19051319459E-03 9.53086776558E-04 1.01143259384E-03 9.36557579601E-05 7.18995579344E-04 8.84135558358E-04 4.78970133526E-04 9.17242094703E-04 6.17173968552E-04 7.08218411692E-04 4.85044650757E-04 8.62402965861E-04 7.44567474292E-04 2.82577039233E-04 4.43609297138E-04 6.30150760956E-04 1.06974532503E-03
../RRa/RRajob_highstat/469/00/WpJ.WpJ_RRa.RRa.ptj1.s46900.tab.gz 8.62066245099E-04 6.41699546887E-05 3.96186071327E-04 1.07672769478E-03 4.47057001745E-04 6.53401101087E-04 1.63497008968E-04 1.94625833394E-04 2.89657870654E-04 4.89255769922E-04 5.30532153841E-04 7.73398211469E-04 4.33293243825E-04 5.00447714497E-04 3.68614128388E-04 9.48401421961E-04 8.39392353265E-04 6.77222243496E-04 4.08426294345E-04 4.66506308943E-04 4.27443586769E-04 5.65651442943E-04
../RRa/RRajob_highstat/761/00/WpJ.WpJ_RRa.RRa.ptj1.s76100.tab.gz 9.07496968964E-04 1.49657656416E-05 1.11406040794E-04 1.32432846910E-03 1.48105288630E-03 8.14515379017E-04 9.22264038898E-04 5.87750498828E-04 9.98482234159E-04 4.89255769922E-04 2.12738965705E-04 7.07792687803E-04 1.63549065531E-03 1.00665465448E-03 7.19698348015E-04 7.12738607989E-04 9.38954622950E-04 9.22770532052E-04 7.69783735620E-04 7.17340695179E-04 3.81576637916E-04 4.59705376411E-04
../RRa/RRajob_highstat/394/00/WpJ.WpJ_RRa.RRa.ptj1.s39400.tab.gz 2.08887296156E-03 1.45970806423E-03 1.31916973841E-03 7.28413290390E-04 1.27254331769E-04 6.61619448329E-04 1.18302303217E-03 7.44385074273E-04 7.80128055422E-04 7.06656825697E-04 2.12738965705E-04 7.85793221590E-04 7.57719979382E-05 7.92051348817E-04 6.97196306806E-04 7.84832142823E-04 6.17718162950E-04 6.46038886917E-04 8.70939121556E-04 7.10687307030E-04 3.81576637916E-04 7.18612176123E-04
../RRa/RRajob_highstat/832/00/WpJ.WpJ_RRa.RRa.ptj1.s83200.tab.gz 1.35744204550E-04 5.95563350510E-04 2.44468506383E-04 6.86825091637E-04 7.71172494197E-04 4.72433429203E-04 1.47901320075E-03 4.46653509730E-04 1.60273711140E-03 1.08660813625E-03 4.02432991472E-04 7.01430802485E-04 9.80458174906E-04 1.04822878480E-03 1.13019178951E-03 8.68979704573E-04 6.61402848442E-04 6.46038886917E-04 4.38565519467E-04 3.52294323876E-04 6.30150760956E-04 1.06974532503E-03
../RRa/RRajob_highstat/465/00/WpJ.WpJ_RRa.RRa.ptj1.s46500.tab.gz 3.28874879520E-04 6.95207740443E-04 7.14822243861E-04 9.28568775666E-04 1.97975012023E-04 4.55474300359E-04 6.89592080289E-04 4.46127276061E-04 6.80992869589E-04 7.05597962079E-04 1.55923077710E-03 7.67238894158E-04 8.78794405239E-04 1.92043872017E-04 6.29705831451E-04 7.92831451728E-04 6.76744727232E-04 8.00876055187E-04 7.69783735620E-04 3.84618898981E-04 6.79686874551E-04 7.18612176123E-04
../RRa/RRajob_highstat/098/00/WpJ.WpJ_RRa.RRa.ptj1.s9800.tab.gz 1.37629109063E-03 3.45777015784E-04 1.51367485829E-04 7.75450761329E-04 2.02550902987E-04 5.06601614742E-04 1.62812558010E-03 1.50619436187E-04 6.31271207921E-04 3.39852441535E-04 3.85773976019E-04 1.06213809897E-03 2.04184018249E-04 2.53023845150E-04 7.02602349671E-04 4.85044650757E-04 3.60814734343E-04 6.10587996096E-04 5.05883467997E-04 4.53651737000E-04 6.79686874551E-04 7.18612176123E-04
../RRa/RRajob_highstat/878/00/WpJ.WpJ_RRa.RRa.ptj1.s87800.tab.gz 1.96946728048E-04 0.00000000000E+00 0.00000000000E+00 8.09332829078E-04 1.59076676175E-03 7.08479796856E-04 3.75281991289E-04 8.13972559894E-04 9.20189356630E-04 6.02520052918E-04 3.06039786963E-04 5.42554007058E-04 6.45426866988E-04 7.63114261523E-04 7.08218411692E-04 3.44408078818E-04 6.41275066385E-04 7.00969235452E-04 1.23705625261E-03 8.65562753703E-04 9.45629081077E-04 7.18612176123E-04
../RRa/RRajob_highstat/1395/00/WpJ.WpJ_RRa.RRa.ptj1.s139500.tab.gz 1.66925550317E-03 8.11868372934E-04 3.61767196333E-04 1.31417080153E-03 5.15869561503E-04 5.74163766881E-04 3.92258763618E-04 4.09609890114E-04 8.05865507000E-04 7.22436422606E-04 5.90207042986E-04 8.74318989794E-04 5.35352718779E-04 5.89313798206E-04 5.71944122640E-04 5.75003231975E-04 7.39699629214E-04 7.85660421837E-04 7.01987817891E-04 5.68355956035E-04 9.16688548842E-04 4.59705376411E-04
../RRa/RRajob_highstat/949/00/WpJ.WpJ_RRa.RRa.ptj1.s94900.tab.gz 7.38203316445E-04 7.35618695414E-05 4.21366405294E-04 7.61696233512E-04 6.14559417571E-04 2.07707254402E-04 4.32545398701E-04 4.35307719300E-04 3.72955979401E-04 7.18995579344E-04 4.73036456384E-04 5.16527523900E-04 5.88027239453E-04 1.28143142505E-03 7.71027977438E-04 9.23840913916E-04 4.75592111975E-04 8.98727233538E-04 6.69746103729E-04 7.66688135467E-04 4.25049176985E-04 5.65651442943E-04
../RRa/RRajob_highstat/1260/00/WpJ.WpJ_RRa.RRa.ptj1.s126000.tab.gz 9.69566951764E-04 5.05374922760E-04 8.77831458583E-04 1.40969253835E-04 2.16594645630E-04 5.90750276494E-04 4.19587590412E-04 5.31546271350E-04 8.58280032022E-04 1.01684879490E-03 1.09892012703E-03 5.03023431992E-04 8.46184597799E-04 2.91909395578E-04 8.02148690365E-04 8.67737182005E-04 8.81651040788E-04 8.56244124614E-04 9.90808369498E-04 3.71005534498E-04 6.79686874551E-04 7.01040618253E-04
../RRa/RRajob_highstat/390/00/WpJ.WpJ_RRa.RRa.ptj1.s39000.tab.gz 3.65558320618E-04 1.13656060183E-03 8.62442409708E-04 1.17507518882E-03 1.20637413418E-04 4.72433429203E-04 6.26842812500E-04 8.44662972773E-04 7.20328827528E-04 7.39276259472E-04 6.61443530413E-04 8.65587619912E-04 4.78772485311E-04 8.76861940459E-04 6.97196306806E-04 6.69547881773E-04 8.39392353265E-04 6.41661341096E-04 5.93857836967E-04 4.53651737000E-04 4.27443586769E-04 6.55047817472E-04
../RRa/RRajob_highstat/006/00/WpJ.WpJ_RRa.RRa.ptj1.s600.tab.gz 2.99650604741E-04 6.33317969918E-04 1.87483639916E-04 2.56362058950E-04 5.38701603994E-04 7.87502976040E-04 7.54859984689E-04 3.51570367394E-04 6.63278255516E-04 7.05597962079E-04 4.81834552270E-04 4.42718973041E-04 4.21846906725E-04 8.39472684000E-04 7.82925529565E-04 4.59037209223E-04 9.38954622950E-04 6.07123017311E-04 4.81314598363E-04 4.94863418614E-04 3.81576637916E-04 5.61308286266E-04
../RRa/RRajob_highstat/1308/00/WpJ.WpJ_RRa.RRa.ptj1.s130800.tab.gz 1.46586889910E-03 5.93595916181E-04 3.19297432966E-04 1.15125923354E-03 1.79299450359E-04 7.32158637183E-04 6.25455659054E-04 6.59228961183E-04 1.09224465557E-03 4.02003672449E-04 1.68711365205E-03 3.41109036180E-04 1.25893120107E-03 4.07550073866E-04 3.62385645090E-04 8.39309686018E-04 6.17718162950E-04 8.64696110571E-04 1.18796985732E-03 4.08501168509E-04 3.81576637916E-04 6.46689528543E-04
../RRa/RRajob_highstat/094/00/WpJ.WpJ_RRa.RRa.ptj1.s9400.tab.gz 3.88351394325E-04 7.15193143468E-04 1.83134619269E-04 7.07480804550E-04 5.14878035106E-04 8.62414026450E-04 7.41529333612E-04 1.34114019538E-03 8.18418734738E-04 3.39852441535E-04 7.55670454325E-04 1.16666929911E-03 8.45546761165E-04 6.88376935257E-04 6.02671933813E-04 2.87490713703E-04 6.61402848442E-04 6.46038886917E-04 1.04320958469E-03 5.11331798250E-04 4.27443586769E-04 5.65651442943E-04
../RRa/RRajob_highstat/874/00/WpJ.WpJ_RRa.RRa.ptj1.s87400.tab.gz 2.10579170551E-03 8.22275079468E-04 5.88597894475E-04 1.01620009209E-03 1.00229170955E-03 1.23245205447E-03 1.83567662550E-03 1.11566317203E-03 1.09495215843E-03 5.17671619205E-04 3.12155997729E-04 6.21077213742E-04 5.77353996957E-04 1.46588481782E-03 7.05400532939E-04 6.05976499919E-04 5.28848730622E-04 9.22770532052E-04 8.48386435272E-04 6.31963609551E-04 6.30150760956E-04 4.76936910128E-04
../RRa/RRajob_highstat/1355/00/WpJ.WpJ_RRa.RRa.ptj1.s135500.tab.gz 6.88319827462E-04 6.13747354811E-04 8.42737160603E-04 7.85353120102E-04 1.19913754213E-04 8.59938109952E-04 8.36261208167E-04 5.49565205375E-04 7.41794793797E-04 8.17761594526E-04 4.46655752947E-04 7.25910332042E-04 2.61693393347E-04 8.82739097037E-04 8.04677069607E-04 6.42273165871E-04 7.92422770032E-04 6.77222243496E-04 1.05268767954E-03 9.91731254216E-04 7.87775886406E-04 4.76936910128E-04
../RRa/RRajob_highstat/1220/00/WpJ.WpJ_RRa.RRa.ptj1.s122000.tab.gz 1.54717422953E-04 5.63440815969E-04 9.11220538045E-04 1.02887463996E-03 5.46972360880E-04 1.10631462221E-03 9.00018393253E-04 2.94050621373E-04 8.70570987023E-04 5.70224467602E-04 8.32211229963E-04 8.69167277590E-04 1.46049067832E-03 1.01241303982E-03 7.02602349671E-04 2.97403889419E-04 6.69057902059E-04 6.28667939681E-04 7.48633716385E-04 5.52161301800E-04 8.18457853115E-04 6.46689528543E-04
../RRa/RRajob_highstat/1169/00/WpJ.WpJ_RRa.RRa.ptj1.s116900.tab.gz 2.49478463479E-04 8.18597558843E-04 4.35037394258E-04 7.92634765899E-04 1.42113765957E-04 4.69598512185E-04 2.12148744520E-04 8.65463080307E-04 1.43654803457E-03 6.42755431708E-04 5.96947893996E-04 3.81897097640E-04 6.53680702819E-04 8.08457121798E-04 1.13019178951E-03 5.14924164798E-04 3.59206462375E-04 5.47882218061E-04 6.81411056375E-04 3.67184053872E-04 7.63787172696E-04 6.88046042272E-04
../RRa/RRajob_highstat/002/00/WpJ.WpJ_RRa.RRa.ptj1.s200.tab.gz 8.72660067553E-04 1.71197728757E-04 7.29303126529E-05 1.43079791147E-03 1.17850822484E-03 9.20005899358E-04 8.93513087637E-04 6.11974790164E-04 1.22870526877E-03 7.48681902637E-04 1.15338585585E-03 8.76942972950E-04 8.07807787684E-04 4.09706272378E-04 7.46061962745E-04 5.92070092260E-04 9.12295146972E-04 5.83454209689E-04 6.09584933883E-04 9.90815481176E-04 8.18457853115E-04 4.59705376411E-04
../RRa/RRajob_highstat/1034/00/WpJ.WpJ_RRa.RRa.ptj1.s103400.tab.gz 1.16892759341E-03 1.30627836309E-03 2.95938746894E-04 9.08637723706E-04 1.48259299207E-03 1.10839127378E-03 6.64457969923E-04 3.15831136103E-04 5.64738866218E-04 8.82163773242E-04 3.08539442891E-04 3.16429093472E-04 1.32422466682E-03 4.85199687234E-04 7.19698348015E-04 6.22945119448E-04 8.91761215738E-04 4.32668631099E-04 1.42393937862E-04 3.05226483738E-04 9.16688548842E-04 5.61308286266E-04
../RRa/RRajob_highstat/711/00/WpJ.WpJ_RRa.RRa.ptj1.s71100.tab.gz 6.03677845234E-04 5.98135030343E-05 7.27487058094E-04 5.03790734624E-04 2.39287733937E-04 1.21069086403E-03 3.12244953179E-04 3.04751335348E-04 6.03934171718E-04 7.22436422606E-04 7.01984595925E-04 7.77715415244E-04 3.12818670303E-04 6.81695055083E-04 7.05400532939E-04 4.96357153762E-04 8.62402965861E-04 4.80509409001E-04 9.20046736396E-04 1.13300276777E-03 4.25049176985E-04 6.55047817472E-04
../RRa/RRajob_highstat/415/00/WpJ.WpJ_RRa.RRa.ptj1.s41500.tab.gz 1.31990175034E-04 1.82629375356E-04 5.12625186055E-04 6.31508415587E-04 2.29470555439E-04 8.16787266022E-04 1.22273752427E-03 1.42227705822E-03 1.32349261296E-03 5.41666887748E-04 3.61766678906E-04 5.85376190045E-04 3.09977967642E-04 8.13121848809E-04 0.00000000000E+00 8.53400255902E-04 8.91761215738E-04 5.99450082246E-04 7.88350480870E-04 1.05755742816E-03 6.60193146282E-04 7.01040618253E-04
../RRa/RRajob_highstat/048/00/WpJ.WpJ_RRa.RRa.ptj1.s4800.tab.gz 4.91940773311E-04 5.21994367756E-04 7.84218919381E-04 1.33736924748E-03 0.00000000000E+00 6.14729992610E-04 1.81653475212E-04 1.41808607508E-03 3.94572164482E-04 7.48681902637E-04 4.94352811082E-04 8.36100886953E-04 5.20847434097E-04 6.62874075167E-04 4.32070957475E-04 4.10403335173E-04 3.59206462375E-04 6.49168443192E-04 6.72171887921E-04 0.00000000000E+00 0.00000000000E+00 9.82289931532E-04
../RRa/RRajob_highstat/1081/00/WpJ.WpJ_RRa.RRa.ptj1.s108100.tab.gz 8.81194457814E-04 6.49691171208E-04 5.22263696240E-04 6.78296936031E-04 7.69700718473E-04 5.13453389648E-04 8.60811417005E-04 1.30959402496E-03 1.16942325387E-03 6.42755431708E-04 8.78569075550E-04 9.05479689695E-04 1.04453603081E-03 1.59330398158E-03 6.02671933813E-04 4.84595261422E-04 8.97114208813E-04 5.04015432078E-04 6.76521909409E-04 4.41397032509E-04 7.29133401448E-04 6.88046042272E-04
../RRa/RRajob_highstat/119/00/WpJ.WpJ_RRa.RRa.ptj1.s11900.tab.gz 1.55082391601E-03 2.61218061354E-05 6.88880102755E-04 7.03979674735E-04 4.24800892729E-04 5.82580312400E-04 3.92114315702E-04 5.81723174730E-04 1.02358631885E-03 5.09311413772E-04 8.72452920847E-04 8.34077092024E-04 9.84042878566E-04 1.11215185088E-03 4.68319984505E-04 7.12738607989E-04 6.76744727232E-04 5.47882218061E-04 5.64042837887E-04 1.00951403042E-03 6.60193146282E-04 1.06974532503E-03
../RRa/RRajob_highstat/1129/00/WpJ.WpJ_RRa.RRa.ptj1.s112900.tab.gz 2.93164305316E-04 4.67816264613E-04 1.42632374357E-03 4.77835845941E-04 3.53750378296E-05 7.08363811709E-04 1.27097641617E-03 1.58022310247E-03 7.55522977355E-04 9.36239059435E-04 7.23032804869E-04 7.83129228359E-04 1.61670268636E-04 9.31296118555E-04 8.04677069607E-04 1.05275597656E-03 4.08929949705E-04 7.20545647537E-04 7.69783735620E-04 1.09665379383E-03 9.45629081077E-04 4.91518062806E-04
../RRa/RRajob_highstat/340/00/WpJ.WpJ_RRa.RRa.ptj1.s34000.tab.gz 1.73167553260E-03 2.17081232159E-04 1.49594977598E-03 8.23696500589E-04 9.46133450652E-04 1.19051319459E-03 3.82634502241E-04 3.04783903211E-04 1.01316747627E-03 8.82163773242E-04 8.44295621954E-04 5.71959993112E-04 3.86961131752E-04 3.43966256488E-04 9.34668554511E-04 4.97928306224E-04 9.12295146972E-04 8.64696110571E-04 3.10075427398E-04 4.98061466176E-04 6.79686874551E-04 4.91518062806E-04
../RRa/RRajob_highstat/411/00/WpJ.WpJ_RRa.RRa.ptj1.s41100.tab.gz 2.04936471862E-04 6.31837618742E-04 1.04228073695E-04 4.94721253861E-04 5.38074709710E-04 5.06601614742E-04 8.17263812180E-04 1.83372488357E-04 9.17487093066E-04 3.39852441535E-04 1.98977232040E-04 6.30911639911E-04 7.20166560286E-04 7.57421711388E-04 5.85260593418E-04 5.95599979796E-04 7.92422770032E-04 6.46038886917E-04 7.02738690344E-04 3.52294323876E-04 3.81576637916E-04 4.91518062806E-04
../RRa/RRajob_highstat/1176/00/WpJ.WpJ_RRa.RRa.ptj1.s117600.tab.gz 2.75088470773E-04 3.08930087768E-04 8.70976682381E-04 5.10739941077E-04 3.72814491254E-04 3.70022961722E-04 3.22292853660E-04 1.61001368892E-04 4.24771884524E-04 1.08660813625E-03 5.10208171301E-04 3.16429093472E-04 3.83757077975E-04 8.63788877692E-04 8.18513561327E-04 1.05275597656E-03 7.39699629214E-04 7.44567474292E-04 6.72171887921E-04 3.71005534498E-04 7.87775886406E-04 6.46689528543E-04
../RRa/RRajob_highstat/044/00/WpJ.WpJ_RRa.RRa.ptj1.s4400.tab.gz 3.30827089780E-04 2.33298392228E-04 1.43743410675E-04 1.25688986518E-03 1.00228713960E-03 3.70022961722E-04 9.65430462300E-04 7.45369444958E-04 2.92212674257E-04 4.02003672449E-04 9.60549862999E-04 5.71634627605E-04 5.93749209434E-04 5.33323118463E-04 7.19698348015E-04 9.65022602335E-04 9.12295146972E-04 6.49168443192E-04 4.25685438043E-04 4.43609297138E-04 6.30150760956E-04 4.91518062806E-04
