0	25	1.203
25	50	0.9839
50	75	1.007
75	100	0.9971
100	125	0.9963
125	150	0.9927
150	175	0.9953
175	200	0.9846
200	250	0.9867
250	300	0.9906
300	350	0.9906
350	400	0.9906
400	450	0.9906
450	500	0.9906
500	600	0.9906
600	800	0.9906
