50	100	1.164
100	150	1.025
150	200	1.035
200	250	1.02
250	300	1.007
300	350	1.002
350	400	0.9985
400	450	0.9936
450	500	1.009
500	550	1.014
550	600	0.9854
600	650	1.014
650	700	0.9931
700	800	0.9823
800	900	0.9926
900	1000	0.9892
1000	1100	1.001
1100	1200	1.001
1200	1400	1.001
1400	1600	1.001
1600	2500	1.001
