30	40	1.045
40	60	1.026
60	80	1.016
80	100	1.005
100	120	1.007
120	140	1.001
140	160	1.007
160	180	1.007
180	200	1.006
200	220	0.998
220	240	1.018
240	260	1.005
260	280	1.004
280	300	0.9721
300	350	1.032
350	400	0.9945
400	450	0.998
450	500	0.998
500	550	0.998
550	600	0.998
600	700	0.998
700	1000	0.998
