#labels: abs_yj1_var_lower[1] abs_yj1_var_center[2] abs_yj1_var_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 1646400000
#overflow:lower center upper 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 
0.00000000000E+00 5.00000000000E-02 1.00000000000E-01 -5.14257430702E+03 7.37466054121E+02 -7.44219791779E+03 1.02651374524E+03 -3.67350380353E+03 5.45158611227E+02 
1.00000000000E-01 1.50000000000E-01 2.00000000000E-01 -6.55389945134E+03 9.35564542902E+02 -8.10046067675E+03 1.18449580591E+03 -4.66886379789E+03 6.95177561802E+02 
2.00000000000E-01 2.50000000000E-01 3.00000000000E-01 -4.58611195918E+03 6.66399757580E+02 -6.38442634354E+03 1.05008381216E+03 -3.30367614970E+03 4.92530923120E+02 
3.00000000000E-01 3.50000000000E-01 4.00000000000E-01 -3.62585323382E+03 9.86617922279E+02 -6.65149121144E+03 9.52384165953E+02 -2.58828458567E+03 7.28702713295E+02 
4.00000000000E-01 4.50000000000E-01 5.00000000000E-01 -5.84783246503E+03 6.74470012482E+02 -8.37953945419E+03 9.37544514480E+02 -4.21513852158E+03 4.99170213327E+02 
5.00000000000E-01 5.50000000000E-01 6.00000000000E-01 -5.87259738099E+03 6.41230080636E+02 -8.33607513310E+03 8.92305432152E+02 -4.26558589858E+03 4.74155728822E+02 
6.00000000000E-01 6.50000000000E-01 7.00000000000E-01 -5.15260657805E+03 6.51008522515E+02 -7.52581742303E+03 8.94819816517E+02 -3.71042335598E+03 4.81378442055E+02 
7.00000000000E-01 7.50000000000E-01 8.00000000000E-01 -5.05277376330E+03 7.14586163073E+02 -7.21674376048E+03 9.96550315198E+02 -3.62541627030E+03 5.79073972555E+02 
8.00000000000E-01 8.50000000000E-01 9.00000000000E-01 -4.26594701966E+03 6.67713419416E+02 -4.65824316492E+03 1.37816981458E+03 -3.04319274406E+03 4.93277645527E+02 
9.00000000000E-01 9.50000000000E-01 1.00000000000E+00 -5.53915595561E+03 8.21090018951E+02 -6.92447929180E+03 8.90607382599E+02 -3.64212931045E+03 5.36559104957E+02 
1.00000000000E+00 1.10000000000E+00 1.20000000000E+00 -6.01989640106E+03 5.91735509137E+02 -8.56629246666E+03 8.25684583925E+02 -4.36361295168E+03 4.36667836098E+02 
1.20000000000E+00 1.25000000000E+00 1.30000000000E+00 -4.83021638096E+03 6.07449128584E+02 -6.68793413642E+03 8.49467318395E+02 -3.47255772884E+03 4.48147502684E+02 
1.30000000000E+00 1.35000000000E+00 1.40000000000E+00 -4.71588603530E+03 5.76979404774E+02 -7.34085832127E+03 9.09521970363E+02 -3.78334841097E+03 4.23342959271E+02 
1.40000000000E+00 1.45000000000E+00 1.50000000000E+00 -3.38381508842E+03 7.80795224664E+02 -6.17874590007E+03 7.97791658563E+02 -2.85963890408E+03 4.22140870463E+02 
1.50000000000E+00 1.55000000000E+00 1.60000000000E+00 -5.48673449980E+03 5.95861987602E+02 -7.96147932699E+03 9.90422731663E+02 -3.70331244157E+03 4.32314958496E+02 
