#labels: abs_yj1_var_lower[1] abs_yj1_var_center[2] abs_yj1_var_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 828000000
#overflow:lower center upper 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 
0.00000000000E+00 5.00000000000E-02 1.00000000000E-01 6.21215310914E+03 9.40893488321E+00 -2.57279989114E+03 7.21468677427E+00 1.15237792725E+04 1.31797959661E+01 
1.00000000000E-01 1.50000000000E-01 2.00000000000E-01 6.20748464175E+03 9.53493478277E+00 -2.55697223447E+03 7.25981342945E+00 1.15081880034E+04 1.31333433424E+01 
2.00000000000E-01 2.50000000000E-01 3.00000000000E-01 6.18888860670E+03 9.50275937631E+00 -2.53450819671E+03 7.22098905277E+00 1.14632817557E+04 1.32097496663E+01 
3.00000000000E-01 3.50000000000E-01 4.00000000000E-01 6.16589802838E+03 9.39870238609E+00 -2.48978007345E+03 7.20745381952E+00 1.13929870278E+04 1.30560019148E+01 
4.00000000000E-01 4.50000000000E-01 5.00000000000E-01 6.14473973709E+03 9.27342196880E+00 -2.44300587446E+03 7.10938637113E+00 1.13353292171E+04 1.28873319599E+01 
5.00000000000E-01 5.50000000000E-01 6.00000000000E-01 6.11481246065E+03 9.26016307477E+00 -2.38444194411E+03 7.07964134861E+00 1.12490703240E+04 1.28921035087E+01 
6.00000000000E-01 6.50000000000E-01 7.00000000000E-01 6.05697242210E+03 9.27124779524E+00 -2.32083925360E+03 7.12263493054E+00 1.11143119193E+04 1.29174665348E+01 
7.00000000000E-01 7.50000000000E-01 8.00000000000E-01 6.00150359070E+03 9.18092371634E+00 -2.24128494478E+03 7.03479869407E+00 1.09741560387E+04 1.27551691569E+01 
8.00000000000E-01 8.50000000000E-01 9.00000000000E-01 5.93688862706E+03 9.08168871618E+00 -2.14177107544E+03 6.96016994088E+00 1.08067656533E+04 1.26163855558E+01 
9.00000000000E-01 9.50000000000E-01 1.00000000000E+00 5.86780849471E+03 8.89320031735E+00 -2.04234596796E+03 6.83918050913E+00 1.06344574315E+04 1.23821775596E+01 
