#labels: ptj1_var_lower[1] ptj1_var_center[2] ptj1_var_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 60000000
#overflow:lower center upper 3.21307011425E+00 2.92152586638E-02 5.00744660972E+00 4.51110868345E-02 2.16019007113E+00 1.98110465089E-02 
3.00000000000E+01 3.50000000000E+01 4.00000000000E+01 -2.03016082146E+03 2.73865824889E+01 -2.50096939980E+03 3.28625900600E+01 -1.67684356814E+03 2.30617106603E+01 
4.00000000000E+01 5.00000000000E+01 6.00000000000E+01 1.32694717585E+01 8.91957553485E+00 1.44510865186E+01 1.08438342038E+01 9.40287940325E+00 7.42495423123E+00 
6.00000000000E+01 7.00000000000E+01 8.00000000000E+01 2.29899406559E+02 4.86730322208E+00 2.89927560718E+02 5.99996282067E+00 1.84527947965E+02 4.00147362782E+00 
8.00000000000E+01 9.00000000000E+01 1.00000000000E+02 1.79974274208E+02 3.00909066280E+00 2.30277678676E+02 3.75307845625E+00 1.42985256166E+02 2.44841311612E+00 
1.00000000000E+02 1.10000000000E+02 1.20000000000E+02 1.32290757389E+02 1.88054408388E+00 1.71166524703E+02 2.37375509414E+00 1.04200503591E+02 1.51438273800E+00 
1.20000000000E+02 1.30000000000E+02 1.40000000000E+02 9.75827568268E+01 1.27866004014E+00 1.27443133577E+02 1.63060084679E+00 7.62866066671E+01 1.02063661324E+00 
1.40000000000E+02 1.50000000000E+02 1.60000000000E+02 6.95434660735E+01 9.08728515723E-01 9.17301250964E+01 1.17064790870E+00 5.39229796545E+01 7.19019923865E-01 
1.60000000000E+02 1.70000000000E+02 1.80000000000E+02 4.94398171632E+01 6.37594744602E-01 6.57897803249E+01 8.28800583892E-01 3.80545881370E+01 5.00611062014E-01 
1.80000000000E+02 1.90000000000E+02 2.00000000000E+02 3.69552528362E+01 4.26848230298E-01 4.95375996321E+01 5.60501237056E-01 2.82713819724E+01 3.32256670989E-01 
2.00000000000E+02 2.10000000000E+02 2.20000000000E+02 2.72773041652E+01 3.15013828331E-01 3.68150761120E+01 4.16762029719E-01 2.07478348073E+01 2.43630313464E-01 
2.20000000000E+02 2.30000000000E+02 2.40000000000E+02 2.08971447755E+01 2.23186848318E-01 2.83834540484E+01 2.97697882848E-01 1.58109266423E+01 1.71422255873E-01 
2.40000000000E+02 2.50000000000E+02 2.60000000000E+02 1.58896065336E+01 1.66296696787E-01 2.17100526508E+01 2.23705040591E-01 1.19629430417E+01 1.26816084494E-01 
2.60000000000E+02 2.70000000000E+02 2.80000000000E+02 1.21444641790E+01 1.35398416954E-01 1.66928536974E+01 1.83010021060E-01 9.09655134526E+00 1.02837230918E-01 
2.80000000000E+02 2.90000000000E+02 3.00000000000E+02 9.40723353110E+00 1.01146790745E-01 1.29946923628E+01 1.37594871542E-01 7.01670366813E+00 7.64024669975E-02 
3.00000000000E+02 3.25000000000E+02 3.50000000000E+02 6.29992425376E+00 3.38124307253E-02 8.77303129449E+00 4.65430531356E-02 4.66704964491E+00 2.52994800082E-02 
3.50000000000E+02 3.75000000000E+02 4.00000000000E+02 3.55931894200E+00 1.99877605224E-02 5.01304468569E+00 2.79027507939E-02 2.61154546446E+00 1.47779027396E-02 
4.00000000000E+02 4.25000000000E+02 4.50000000000E+02 2.07739907682E+00 1.28689555704E-02 2.95397161998E+00 1.81813429427E-02 1.51189747467E+00 9.41790856683E-03 
4.50000000000E+02 4.75000000000E+02 5.00000000000E+02 1.27687158569E+00 8.46929391597E-03 1.83206939399E+00 1.20818817516E-02 9.22178465960E-01 6.14873785987E-03 
5.00000000000E+02 5.25000000000E+02 5.50000000000E+02 7.98625715604E-01 5.87854178360E-03 1.15541195273E+00 8.45938664550E-03 5.72705347702E-01 4.23630672562E-03 
5.50000000000E+02 5.75000000000E+02 6.00000000000E+02 5.11488720928E-01 4.27470635393E-03 7.45353278403E-01 6.19330902136E-03 3.64525046585E-01 3.06234522988E-03 
6.00000000000E+02 6.50000000000E+02 7.00000000000E+02 2.76395662884E-01 1.87441649012E-03 4.06707644075E-01 2.73866177170E-03 1.95337699221E-01 1.33316878919E-03 
7.00000000000E+02 8.50000000000E+02 1.00000000000E+03 7.26757245885E-02 4.37803001126E-04 1.09009116640E-01 6.51068241414E-04 5.05355191563E-02 3.07031509296E-04 
#nx: 3
